-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,570,529,527,529,526,528,528,526,526,529,527,526,527,526,527,527,526,528,527,527,526,529,528,527,527,529,527,528,528,528,528,526,529,528,527,529,526,528,529,527,528,527,527,527,527,528,526,527,526,528,529,527,527,526,526,526,528,527,526,528,526,529,527,529,526,526,528,528,527,527,529,529,529,528,527,526,527,529,529,528,527,526,528,527,527,527,527,528,527,527,526,526,529,527,528,528,528,529,526,526,529,527,528,529,526,528,527,527,528,526,528,529,528,528,529,529,528,529,526,527,528,528,528,528,528,526,528,527,528,529,529,526,527,526,529,527,529,529,527,528,528,527,526,527,529,529,529,528,526,529,528,529,527,529,529,526,528,527,529,529,529,527,527,528,527,527,529,529,527,526,528,526,528,526,528,527,526,527,527,528,528,528,527,528,529,529,527,527,529,529,528,527,528,529,528,529,527,529,528,527,528,526,528,526,527,527,528
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,530,528,527,526,527,526,526,528,526,528,526,529,526,528,527,526,529,527,528,529,529,527,529,527,528,527,526,529,526,528,527,529,529,526,527,528,528,526,526,527,526,526,529,527,527,526,526,526,528,527,528,527,527,529,526,528,528,529,526,526,529,528,527,526,526,526,528,529,527,526,528,528,527,528,527,528,528,528,529,529,526,528,529,526,529,527,527,529,526,528,527,529,529,526,526,528,526,527,526,526,529,527,527,528,527,528,526,529,526,528,526,529,529,528,527,528,526,528,529,529,526,526,526,529,526,529,528,527,527,528,528,526,528,526,527,528,526,526,529,527,527,529,527,526,529,529,527,529,526,528,529,526,527,529,527,527,527,526,527,526,526,528,528,529,527,527,526,526,527,529,527,526,526,529,526,528,526,529,528,527,529,526,529,528,529,527,526,528,529,529,529,526,529,527,527,529,529,529,529,529,528,527,526,528,526,527,526
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,590,528,529,527,526,527,528,529,527,529,526,526,527,528,529,528,528,529,528,529,527,529,527,528,528,529,527,526,528,528,527,527,526,529,529,526,526,527,528,526,526,526,527,526,528,528,527,526,527,528,528,529,529,529,526,528,528,526,529,529,526,526,528,528,529,527,527,529,528,528,527,528,528,529,529,526,528,529,529,528,526,526,528,528,528,526,528,528,527,527,529,529,528,526,526,527,528,527,526,527,529,526,526,527,528,529,526,528,527,528,528,529,527,529,526,529,528,529,528,529,528,529,526,526,526,527,526,528,528,528,526,527,526,527,529,527,529,529,527,529,529,526,527,526,529,526,528,527,527,527,529,526,526,526,529,529,527,526,529,526,527,526,528,529,526,527,527,529,529,526,528,528,528,527,529,527,528,526,526,527,527,527,528,529,529,527,527,528,526,526,529,526,528,526,527,529,526,529,527,527,529,528,526,527,527,528,527
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,570,529,529,526,529,527,527,526,529,528,528,526,526,528,528,527,529,529,528,528,528,526,526,529,527,529,528,527,526,527,529,529,528,526,526,528,529,527,526,528,527,529,529,527,528,528,529,526,527,526,527,529,529,527,527,527,526,529,529,526,527,527,526,527,526,527,526,527,526,526,526,528,529,527,528,526,528,528,526,526,526,528,526,526,526,529,527,526,529,528,529,528,526,528,526,529,527,527,526,529,528,528,526,529,529,527,526,528,527,527,528,527,528,527,529,526,528,528,526,527,527,529,529,529,529,529,529,528,528,526,528,526,526,529,526,527,526,528,528,526,526,529,526,529,528,529,527,527,526,528,529,529,528,526,529,526,528,527,526,527,527,527,526,527,528,529,527,527,529,527,527,528,528,529,528,527,528,529,526,527,528,528,526,526,528,527,526,529,528,527,526,527,527,526,528,527,527,529,528,528,526,528,529,529,528,527,527
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,590,529,527,526,528,529,526,529,529,528,527,529,527,526,527,528,527,527,527,527,529,526,529,529,529,527,528,528,527,526,526,526,529,526,526,526,526,526,527,529,526,526,527,527,529,529,527,527,526,528,527,526,529,527,529,528,529,529,527,526,529,528,528,527,526,528,526,527,529,528,527,529,526,526,528,527,526,529,528,528,526,529,527,529,527,527,528,529,527,526,529,526,527,526,529,527,527,527,527,527,526,527,527,527,528,528,529,526,527,528,528,527,526,528,527,528,527,526,529,526,529,528,526,529,526,529,527,528,526,529,528,527,527,527,529,527,528,528,527,529,527,529,528,527,529,529,526,528,526,526,527,527,528,528,529,529,528,529,528,526,529,529,527,527,526,526,529,526,526,527,527,529,529,527,528,529,526,526,527,526,526,526,526,527,529,526,526,526,528,528,528,527,528,529,527,527,529,529,526,527,526,529,529,529,528,526,527
